row_num,Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
1026,AutoStack,FoodTech,Grocery,Kolkata,Peak XV,Series C,195631000,2024-03-31
1027,NeoSense,FoodTech,Grocery,Chennai,"A91 Partners, Matrix Partners India",Series C,75927000,2021-10-24
1028,MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,21255000,2023-01-07
1029,HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,257828000,2022-05-25
1030,Unacademy,E-commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,277385000,2021-07-04
1031,CoreFlow,SaaS,HRTech,Ahmedabad,LCatterton,Series C,38931000,2023-10-23
1032,Udaan,HealthTech,Health Analytics,Bengaluru,Mirae Asset,Series C,21480000,2024-08-13
1033,FarmBox,FinTech,InsurTech,Noida,Matrix Partners India,Series C,27201000,2020-06-19
1034,ShareChat,FinTech,InsurTech,Delhi,"Accel, Peak XV",Series C,117144000,2024-01-09
1035,EduTech,FinTech,Lending,Pune,"IFC, Matrix Partners India, Zodius Capital",Series C,53939000,2022-04-23
1036,Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,65156000,2023-04-15
1037,ClearDekho,FinTech,Lending,Kolkata,"Mirae Asset, Tiger Global Management",Series C,142371000,2021-09-09
1038,NimbusLabs,SaaS,MarTech,Mumbai,"Prosus Ventures, Ribbit Capital",Series C,25829000,2024-06-03
1039,CloudLabs,SaaS,MarTech,Kolkata,Mirae Asset,Series C,47844000,2023-08-15
1040,NeoSense,AgriTech,Marketplace,Mumbai,"Bessemer Venture Partners, Ventures India",Series C,78705000,2023-09-15
1041,Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,31376000,2021-01-27
1042,CloudLabs,E-commerce,Marketplace,Mumbai,"Blume Ventures, Kalaari Capital",Series C,239814000,2024-08-27
1043,Lenskart,Mobility,Micro Mobility,Ahmedabad,Zodius Capital,Series C,120606000,2022-02-17
1044,Mobikwik,Mobility,Micro Mobility,Delhi,Sequoia Capital India,Series C,89743000,2025-05-08
1045,LogiMart,Mobility,Micro Mobility,Gurugram,"Accel, Kedaara Capital",Series C,44238000,2022-01-09
1046,CoreConnect,FinTech,NeoBank,Ahmedabad,"Kedaara Capital, Prosus Ventures, Ribbit Capital",Series C,20596000,2021-12-03
1047,Delhivery,FinTech,Payments,Pune,Y Combinator,Series C,161346000,2021-08-23
1048,Ola,FinTech,Payments,Pune,"Kedaara Capital, Mirae Asset",Series C,31977000,2024-10-27
1049,Housejoy,RealEstate,PropTech,Chennai,Mirae Asset,Series C,289004000,2024-01-15
1050,NextStack,E-commerce,Quick Commerce,Pune,"Kedaara Capital, Tiger Global",Series C,27387000,2021-07-11
1051,NeoTech,Mobility,Ride Sharing,Kolkata,A91 Partners,Series C,51004000,2023-12-14
1052,FinSense_162,Enterprise,Security,Delhi,"LCatterton, Omidyar Network",Series C,111204000,2022-08-18
1053,Meesho,Enterprise,Security,Kolkata,Zodius Capital,Series C,50332000,2024-11-11
1054,SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,24513000,2022-12-12
1055,SmartMart,Consumer Electronics,Smart Home,Delhi,"Bessemer Venture Partners, Elevation Capital, Info Edge",Series C,125287000,2020-05-09
1056,FreshTech,Consumer Electronics,Smart Home,Gurugram,Y Combinator,Series C,81807000,2022-06-23
1057,CloudPay,Consumer Electronics,Smart Home,Bengaluru,"Blume Ventures, SoftBank Vision Fund",Series C,125810000,2025-01-27
1058,NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,36336000,2024-01-02
1059,Wakefit,Media,Streaming,Pune,Omidyar Network,Series C,37077000,2023-02-13
1060,NextSense,Media,Streaming,Delhi,Nexus Venture Partners,Series C,215209000,2022-11-07
1061,ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,91037000,2020-06-28
1062,Unacademy,Logistics,Supply Chain,Gurugram,"Prosus Ventures, SoftBank Vision Fund",Series C,242794000,2023-03-13
1063,NextSense,Logistics,Supply Chain,Chennai,"Ribbit Capital, Tiger Global",Series C,22992000,2023-10-22
1064,Dream11,AgriTech,Supply Chain,Gurugram,A91 Partners,Series C,281010000,2024-07-07
1065,NimbusLabs,HealthTech,Telemedicine,Mumbai,Bessemer Venture Partners,Series C,45633000,2021-03-24
1066,MediWorks,HealthTech,Telemedicine,Hyderabad,"Falcon Edge, Kalaari Capital, Omidyar Network",Series C,30056000,2021-12-24
1067,QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,81514000,2020-04-23
1068,FoodSolutions,EdTech,Test Prep,Bengaluru,"IFC, Ventures India",Series C,114859000,2022-05-08
1069,FarmBox,EdTech,UpSkilling,Delhi,A91 Partners,Series C,20855000,2025-02-16
1070,AeroStack,EdTech,UpSkilling,Noida,Bessemer Venture Partners,Series C,65394000,2024-03-29
1071,AutoStack,FinTech,WealthTech,Gurugram,Zodius Capital,Series C,71157000,2020-03-07
1072,Lenskart,FinTech,WealthTech,Gurugram,"Elevation Capital, Ribbit Capital, Y Combinator",Series C,22619000,2023-12-29
1073,Swiggy,FinTech,WealthTech,Hyderabad,"Peak XV, Zodius Capital",Series C,120661000,2024-05-22
1074,NextSense,Consumer Electronics,Wearables,Gurugram,Elevation Capital,Series C,150998000,2021-08-11
1075,CoreFlow,Consumer Electronics,Wearables,Pune,Zodius Capital,Series C,180699000,2024-07-30
1076,FreshBox,Consumer Electronics,Wearables,Pune,"Accel, Ribbit Capital",Series C,42802000,2022-09-24
1077,Meesho,Enterprise,Automation,Chennai,"IFC, Zodius Capital",Series D,55224000,2021-02-25
1078,GreenConnect_630,SaaS,B2B SaaS,Delhi,"Elevation Capital, Zodius Capital",Series D,258416000,2023-09-28
1079,AgriHive,FoodTech,Cloud Kitchen,Mumbai,Y Combinator,Series D,174427000,2024-02-04
1080,HomeFoods,Media,Content,Gurugram,"Omidyar Network, Prosus Ventures",Series D,482361000,2020-02-17
1081,Mobikwik,SaaS,DevTools,Mumbai,"Sequoia Capital India, Ventures India",Series D,63545000,2022-06-18
1082,FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,489935000,2024-10-22
1083,QuantumDrive,Retail,Fashion,Bengaluru,"Sequoia Capital India, Y Combinator",Series D,54120000,2024-04-16
1084,Lenskart,Retail,Fashion,Kolkata,Accel,Series D,252342000,2025-02-26
1085,Udaan,E-commerce,Fashion,Gurugram,"Peak XV, Ventures India",Series D,252031000,2021-11-28
1086,AgriSense,Retail,Fashion,Ahmedabad,"A91 Partners, Bessemer Venture Partners",Series D,458292000,2021-09-08
1087,FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,290119000,2022-10-21
1088,FoodSolutions,FoodTech,Grocery,Delhi,Ventures India,Series D,367311000,2023-09-12
1089,AutoFlow_933,FoodTech,Grocery,Bengaluru,"Kalaari Capital, Zodius Capital",Series D,167749000,2021-10-23
1090,LogiMart_960,Retail,Grocery,Delhi,"LCatterton, Lightspeed India",Series D,60502000,2025-06-06
1091,Freshworks,SaaS,HRTech,Mumbai,"Elevation Capital, Kedaara Capital",Series D,59295000,2021-11-06
1092,SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,246176000,2021-11-09
1093,NeoSense,RealEstate,Rental Tech,Noida,"Elevation Capital, Nexus Venture Partners",Series D,396775000,2022-06-30
1094,Porter,AgriTech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,384546000,2025-05-07
1095,SkillFlow,Media,Social,Chennai,"Kedaara Capital, Nexus Venture Partners",Series D,177214000,2020-08-02
1096,Rapido,Media,Streaming,Chennai,"Omidyar Network, Sequoia Capital India",Series D,78480000,2024-04-27
1097,Oyo,Logistics,Supply Chain,Kolkata,Tiger Global Management,Series D,117757000,2023-11-03
1098,ClearTax,AgriTech,Supply Chain,Delhi,"Omidyar Network, Ribbit Capital, Ventures India",Series D,248669000,2021-12-15
1099,Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,130783000,2023-07-23
1100,HealthRise,FinTech,WealthTech,Mumbai,Bessemer Venture Partners,Series D,214425000,2023-08-24
